ID,Denomination,FK_JobTitle,LanguageId
1,Contable,1,7
2,Accountant,1,14
3,Contabilista,1,17
4,Asistente Contable,2,7
5,Accounting Assistant,2,14
6,Assistente de Contabilidade,2,17
7,Asistente Personal,4,7
8,Personal Assistant,4,14
9,Assistente Pessoal,4,17
10,Director de Contabilidad,5,7
11,Accounting Director,5,14
12,Diretor de Contabilidade,5,17
13,Becario de Contabilidad,6,7
14,Accounting Intern,6,14
15,Estagiário de Contabilidade,6,17
16,Gerente de Contabilidad,7,7
17,Accounting Manager,7,14
18,Gerente de Contabilidade,7,17
19,Técnico Contable,8,7
20,Accounting Technician,8,14
21,Técnico de contabilidade,8,17
22,Director de Cuentas,9,7
23,Accounts Director,9,14
24,Diretor de Contas,9,17
25,Gerente de Cuentas,10,7
26,Accounts Manager,10,14
27,Gerente de Contas,10,17
28,Asistente de Cuentas por Pagar,12,7
29,Accounts Payable Assistant,12,14
30,Assistente de Contas a Pagar,12,17
31,Ejecutivo de Cuentas por Pagar,13,7
32,Accounts Payable Executive,13,14
33,Executivo de Contas a Pagar,13,17
34,Becario de cuentas por pagar,14,7
35,Accounts Payable Intern,14,14
36,Estagiário de contas a pagar,14,17
37,Gerente de Cuentas por Pagar,15,7
38,Accounts Payable Manager,15,14
39,Gerente de Contas a Pagar,15,17
40,Ejecutivo de Cuentas por Cobrar,18,7
41,Accounts Receivable Executive,18,14
42,Executivo de Contas a Receber,18,17
43,Becario de cuentas por cobrar,19,7
44,Accounts Receivable Intern,19,14
45,Estagiário de contas a receber,19,17
46,Gerente de Cuentas por Cobrar,20,7
47,Accounts Receivable Manager,20,14
48,Gerente de Contas a Receber,20,17
49,Asistente de Cuentas por Cobrar,22,7
50,Accounts Receivable Technician,22,14
51,Assistente de contas a receber,22,17
52,Administrativo,23,7
53,Administrative,23,14
54,Administrativo,23,17
55,Asistente Administrativo,26,7
56,Administrative Assistant,26,14
57,Assistente Administrativo,26,17
58,Director de Administración,27,7
59,Administrative Director,27,14
60,Diretor de Administração,27,17
61,Becario Administrativo,28,7
62,Administrative Intern,28,14
63,Estagiário Administrativo,28,17
64,Gerente de Administración,29,7
65,Administrative Manager,29,14
66,Gerente de Administração,29,17
67,Técnico administrativo,30,7
68,Administrative Technician,30,14
69,Técnico Administrativo,30,17
70,Gerente de parque de atracciones,31,7
71,Amusement Park Manager,31,14
72,Gerente de parque de diversões,31,17
73,Personal de Parque de Atracciones,32,7
74,Amusement Park Staff,32,14
75,Pessoal do Parque de Diversões,32,17
76,Asistente de Facturación,33,7
77,Billing Assistant,33,14
78,Assistente de Faturação,33,17
79,Becario de Facturación,34,7
80,Billing Intern,34,14
81,Estagiário de Faturamento,34,17
82,Gerente de Facturación,35,7
83,Billing Manager,35,14
84,Gerente de Faturação,35,17
85,Técnico de Facturación,36,7
86,Billing Technician,36,14
87,Técnico de Faturação,36,17
88,Director de Presupuesto,37,7
89,Budgeting Director,37,14
90,Diretor de Orçamento,37,17
91,Gerente de Presupuesto,38,7
92,Budgeting Manager,38,14
93,Gerente de Orçamento,38,17
94,Especialista de Presupuesto,40,7
95,Budgeting Specialist,40,14
96,Especialista de Orçamento,40,17
97,Gerente de Camping,41,7
98,Camping Manager,41,14
99,Gerente de Parque de Campismo,41,17
100,Gerente de Casino,42,7
101,Casino Manager,42,14
102,Gerente de Casino,42,17
103,Personal de Casino,43,7
104,Casino Staff,43,14
105,Pessoal do Casino,43,17
106,Anfitrión de Casino,44,7
107,Casino Host,44,14
108,Anfitrião de Casino,44,17
109,Director General,45,7
110,Chief Executive Officer (CEO),45,14
111,Diretor Geral,45,17
112,Director Financiero,46,7
113,Chief Financial Officer (CFO),46,14
114,Diretor Financeiro,46,17
115,Director de Operaciones,47,7
116,Chief Operations Officer (COO),47,14
117,Diretor de Operações,47,17
118,Gerente de Operaciones,48,7
119,Operations Manager,48,14
120,Gerente de Operações,48,17
121,Revenue Manager,49,7
122,Revenue Manager,49,14
123,Chief Revenue Officer (CRO),49,17
124,Especialista en Operaciones,50,7
125,Operations Specialist,50,14
126,Especialista em Operações,50,17
127,Gerente de Cine,51,7
128,Cinema Manager,51,14
129,Gerente de Cinema,51,17
130,Personal de Cine,52,7
131,Cinema Staff,52,14
132,Pessoal de Cinema,52,17
133,Cobrador,53,7
134,Collector,53,14
135,Cobrador,53,17
136,Especialista de Cobros,54,7
137,Collector Specialist,54,14
138,Especialista em Cobranças,54,17
139,Controller,55,7
140,Controller,55,14
141,Controller Financeiro,55,17
142,Controller Asistente,57,7
143,Controller Assistant,57,14
144,Controlador Assistente,57,17
145,Gerente de centro cultural,58,7
146,Cultural Centre Manager,58,14
147,Gerente de centro cultural,58,17
148,Director de Desarrollo de Negocios,59,7
149,Business Development Director,59,14
150,Diretor de Desenvolvimento de Negócios,59,17
151,Gerente de Finanzas,61,7
152,Finance Manager,61,14
153,Gerente de Finanças,61,17
154,Especialista en Finanzas,62,7
155,Finance Specialist,62,14
156,Especialista Financeiro,62,17
157,Analista Financiero,65,7
158,Financial Analyst,65,14
159,Analista Financeiro,65,17
160,Gerente de Activos financieros,66,7
161,Financial Assets Manager,66,14
162,Gerente de Ativos Financeiros,66,17
163,Asistente de Finanzas,67,7
164,Financial Assistant,67,14
165,Assistente de Finanças,67,17
166,Becario de Finanzas,68,7
167,Financial Intern,68,14
168,Estagiário de Finanças,68,17
169,Director de Franquicia,70,7
170,Franchise Director,70,14
171,Diretor de Franquia,70,17
172,Gerente de Franquicia,71,7
173,Franchise Manager,71,14
174,Gerente de Franquia,71,17
175,Supervisor de Franquicia,72,7
176,Franchise Supervisor,72,14
177,Supervisor de Franquia,72,17
178,Jefe de Contabilidad,74,7
179,Head of Accounting,74,14
180,Chefe de Contabilidade,74,17
181,Jefe de Administración,75,7
182,Head of Administration,75,14
183,Chefe de Administração,75,17
184,Jefe de Finanzas,76,7
185,Head of Finance,76,14
186,Chefe de Finanças,76,17
187,Director de Desarrollo Hotelero,78,7
188,Hotel Development Director,78,14
189,Diretor de Desenvolvimento Hoteleiro,78,17
190,Director de Hotel,79,7
191,Hotel Director,79,14
192,Diretor de Hotel,79,17
193,Gerente de Hotel,80,7
194,Hotel Manager,80,14
195,Gerente de Hotelaria,80,17
196,Gerente de Exportaciones,81,7
197,Exports Manager,81,14
198,Gerente de Exportações,81,17
199,Gerente de Importaciones,82,7
200,Imports Manager,82,14
201,Gerente de Importações,82,17
202,Gerente de Relaciones Industriales,83,7
203,Industrial Relations Manager,83,14
204,Gerente de Relações Industriais,83,17
205,Jefe de Logística,85,7
206,Logistics Director,85,14
207,Diretor de Logística,85,17
208,Gerente de Logística,86,7
209,Logistics Manager,86,14
210,Gerente de Logística,86,17
211,Gerente de Oficina,88,7
212,Office Manager,88,14
213,Gerente de Escritório,88,17
214,Valet Parking,89,7
215,Valet Parking,89,14
216,Valet Parking,89,17
217,Gerente de Recreación,92,7
218,Recreation Manager,92,14
219,Gerente de Recreação,92,17
220,Director Regional,93,7
221,Regional Director,93,14
222,Diretor Regional,93,17
223,Gerente Regional,94,7
224,Regional Manager,94,14
225,Gerente Regional,94,17
226,Gerente de Suministros,95,7
227,Supplies Manager,95,14
228,Gerente de Fornecimentos,95,17
229,Gerente de Cadena de Suministro,96,7
230,Supply Chain Manager,96,14
231,Gerente de Cadeia de Abastecimento,96,17
232,Gerente de Parque Temático,98,7
233,Theme Park Manager,98,14
234,Gerente de Parque Temático,98,17
235,Personal de Parque Temático,99,7
236,Theme Park Staff,99,14
237,Pessoal de Parque Temático,99,17
238,Gerente de Almacén,100,7
239,Warehouse Manager,100,14
240,Gerente de Armazém,100,17
241,Gerente de Inteligencia de Negocio,101,7
242,Business Intelligence Manager,101,14
243,Gerente de Inteligência de Negócios,101,17
244,Especialista en Inteligencia de Negocio,102,7
245,Business Intelligence Specialist,102,14
246,Especialista em Inteligência de Negócios,102,17
247,Gerente de Análisis de Datos,103,7
248,Data Analytics Manager,103,14
249,Gerente de Análise de Dados,103,17
250,Especialista en Análisis de Datos,104,7
251,Data Analytics Specialist,104,14
252,Especialista em Análise de Dados,104,17
253,Agente de Viajes de Negocios,105,7
254,Business Travel Agent,105,14
255,Agente de Viagens de Negócios,105,17
256,Agente de Viajes Personalizados,106,7
257,Custom Travel Agent,106,14
258,Agente de Viagens Personalizadas,106,17
259,Asesor de Viajes de Lujo,107,7
260,Luxury Travel Advisor,107,14
261,Consultor de Viagens de Luxo,107,17
262,Gerente de Viajes de Lujo,108,7
263,Luxury Travel Manager,108,14
264,Gerente de Viagens de Luxo,108,17
265,Gerente de Proyectos de Viajes,109,7
266,Travel Project Manager,109,14
267,Gerente de Projetos de Viagens,109,17
268,Gerente de Cuentas de Agencias de Viajes,111,7
269,Travel Agencies Account Manager,111,14
270,Gerente de Contas de Agências de Viagens,111,17
271,Gerente de Agencia de Viajes,112,7
272,Travel Agency Manager,112,14
273,Gerente de Agência de Viagens,112,17
274,Agente de Viajes,113,7
275,Travel Agent,113,14
276,Agente de Viagens,113,17
277,Coordinador de Viajes,114,7
278,Travel Coordinator,114,14
279,Coordenador de Viagens,114,17
280,Director de Operaciones de Viaje,115,7
281,Travel Operations Director,115,14
282,Diretor de Operações de Viagem,115,17
283,Agente del Centro de Atención al Viajero,116,7
284,Traveler Attention Center Agent,116,14
285,Agente do Centro de Atendimento ao Viajante,116,17
286,Guía de viaje,117,7
287,Travel guide,117,14
288,Guia de viagem,117,17
289,Agente de Ventas de Cruceros,118,7
290,Cruise Sales Agent,118,14
291,Agente de Vendas de Cruzeiros,118,17
292,Agente de Reservas,119,7
293,Reservation Agent,119,14
294,Agente de Reservas,119,17
295,Jefe de Reservas,120,7
296,Reservations Manager,120,14
297,Gerente de Reservas,120,17
298,Acrobata,121,7
299,Acrobat,121,14
300,Acrobata,121,17
301,Ayudante de Actividades,122,7
302,Activities Assistant,122,14
303,Assistente de Atividades,122,17
304,Supervisor de actividades,123,7
305,Activities Supervisor,123,14
306,Supervisor de atividades,123,17
307,Actor,124,7
308,Actor,124,14
309,Ator,124,17
310,Ayudante de Animación,125,7
311,Animation Assistant,125,14
312,Assistente de Animação,125,17
313,Coordinador de Animación,126,7
314,Animation Coordinator,126,14
315,Coordenador de Animação,126,17
316,Gerente de Animación,127,7
317,Animation Manager,127,14
318,Gerente de Animação,127,17
319,Supervisor de animación,128,7
320,Animation Supervisor,128,14
321,Supervisor de animação,128,17
322,Bailarín Bachata,129,7
323,Bachata Dancer,129,14
324,Bailarino de Bachata,129,17
325,Animador infantil,130,7
326,Children's Animator,130,14
327,Animador infantil,130,17
328,Coreógrafo,131,7
329,Choreographer,131,14
330,Coreógrafo,131,17
331,Payaso/a,132,7
332,Clown,132,14
333,Palhaço/a,132,17
334,Comediante,133,7
335,Comedian,133,14
336,Comediante,133,17
337,Contorsionista,134,7
338,Contortionist,134,14
339,Contorcionista,134,17
340,Animador de baile,135,7
341,Dance Animator,135,14
342,Animador de dança,135,17
343,Instructor de Baile,136,7
344,Dance Instructor,136,14
345,Instrutor de Dança,136,17
346,Bailarín/a,137,7
347,Dancer,137,14
348,Bailarino,137,17
349,DJ,139,7
350,DJ,139,14
351,DJ,139,17
352,Coordinador de Entretenimiento,140,7
353,Entertainment Coordinator,140,14
354,Coordenador de Entretenimento,140,17
355,Gerente de Entretenimiento,141,7
356,Entertainment Manager,141,14
357,Gerente de Entretenimento,141,17
358,Coordinador de Eventos,142,7
359,Events Coordinator,142,14
360,Coordenador de Eventos,142,17
361,Gerente de Eventos,143,7
362,Events Manager,143,14
363,Gerente de Eventos,143,17
364,Ilusionista,144,7
365,Illusionist,144,14
366,Ilusionista,144,17
367,Malabarista,145,7
368,Juggler,145,14
369,Malabarista,145,17
370,Mago,146,7
371,Magician,146,14
372,Mágico,146,17
373,Mimo,147,7
374,Mime,147,14
375,Mimo,147,17
376,Animador de MiniClub,148,7
377,MiniClub Animator,148,14
378,Animador de MiniClube,148,17
379,Supervisor de Miniclub,149,7
380,Miniclub Supervisor,149,14
381,Supervisor de Mini Clube,149,17
382,Animador polivalente,150,7
383,Multifunctional Animator,150,14
384,Animador polivalente,150,17
385,Músico/a,151,7
386,Musician,151,14
387,Músico/a,151,17
388,Músico de club nocturno,152,7
389,Night-club Musician,152,14
390,Músico de clube noturno,152,17
391,Bailarín de Discoteca,153,7
392,Night-club Dancer,153,14
393,Dançarino de Discoteca,153,17
394,Cantante de club nocturno,154,7
395,Night-club Singer,154,14
396,Cantor de clube noturno,154,17
397,Titiritero/a,155,7
398,Puppeteer,155,14
399,Marionetista,155,17
400,Bailarín de Salsa,156,7
401,Salsa Dancer,156,14
402,Dançarino de Salsa,156,17
403,Cantante,157,7
404,Singer,157,14
405,Cantor,157,17
406,Artista de cuerda floja,158,7
407,Tight-rope Artist,158,14
408,Artista de corda bamba,158,17
409,Animador turístico,159,7
410,Tourist Animator,159,14
411,Animador turístico,159,17
412,Artista de trapecio,160,7
413,Trapeze Artist,160,14
414,Artista de trapézio,160,17
415,Ventrílocuo/a,161,7
416,Ventriloquist,161,14
417,Ventríloquo/a,161,17
418,Animador de Eventos,162,7
419,Event Animator,162,14
420,Animador de Eventos,162,17
421,Animador Fitness,163,7
422,Fitness Animator,163,14
423,Animador de Fitness,163,17
424,Supervisor de fitness,164,7
425,Fitness Supervisor,164,14
426,Supervisor de fitness,164,17
427,Asesor de Atención al Cliente,165,7
428,Customer Service Advisor,165,14
429,Consultor de Atendimento ao Cliente,165,17
430,Agente de Atención al Cliente,166,7
431,Customer Service Agent,166,14
432,Agente de Atendimento ao Cliente,166,17
433,Asistente de Atención al Cliente,167,7
434,Customer Service Assistant,167,14
435,Assistente de Atendimento ao Cliente,167,17
436,Coordinador de Atención al Cliente,168,7
437,Customer Service Coordinator,168,14
438,Coordenador de Atendimento ao Cliente,168,17
439,Director de Atención al Cliente,169,7
440,Customer Service Director,169,14
441,Diretor de Atendimento ao Cliente,169,17
442,Gerente de Atención al Cliente,170,7
443,Customer Service Manager,170,14
444,Gerente de Atendimento ao Cliente,170,17
445,Especialista en Atención al Cliente,171,7
446,Customer Service Specialist,171,14
447,Especialista em Atendimento ao Cliente,171,17
448,Asistente de Soporte al Cliente,172,7
449,Customer Support Assistant,172,14
450,Assistente de Apoio ao Cliente,172,17
451,Coordinador de Soporte al Cliente,173,7
452,Customer Support Coordinator,173,14
453,Coordenador de Apoio ao Cliente,173,17
454,Director de Soporte al Cliente,174,7
455,Customer Support Director,174,14
456,Diretor de Suporte ao Cliente,174,17
457,Gerente de Soporte al Cliente,175,7
458,Customer Support Manager,175,14
459,Gerente de Apoio ao Cliente,175,17
460,Especialista en Soporte al Cliente,176,7
461,Customer Support Specialist,176,14
462,Especialista em Suporte ao Cliente,176,17
463,Asistente GEX - Guest Experience Assistant,177,7
464,GEX - Guest Experience Assistant,177,14
465,Assistente GEX,177,17
466,GEX - Director de Experiencia del Cliente,179,7
467,GEX - Guest Experience Director,179,14
468,GEX - Diretor de Experiência do Cliente,179,17
469,GEX - Gerente de Experiencia del Cliente,180,7
470,GEX - Guest Experience Manager,180,14
471,GEX - Gerente de Experiência do Cliente,180,17
472,GEX - Coordinador de Experiencia del Cliente,181,7
473,GEX - Guest Experience Coordinator,181,14
474,GEX - Coordenador de Experiência do Cliente,181,17
475,Gerente de Servicio,182,7
476,Service Manager,182,14
477,Gerente de Serviço,182,17
478,Especialista en Servicio,183,7
479,Service Specialist,183,14
480,Especialista em Serviço,183,17
481,Asistente de Customer Experience,184,7
482,Customer Experience Assistant,184,14
483,Assistente de Experiência do Cliente,184,17
484,Director de Customer Experience,185,7
485,Customer Experience Director,185,14
486,Diretor de Experiência do Cliente,185,17
487,Gerente de Customer Experience,186,7
488,Customer Experience Manager,186,14
489,Gerente de Experiência do Cliente,186,17
490,Especialista de Customer Experience,187,7
491,Customer Experience Specialist,187,14
492,Especialista em Experiência do Cliente,187,17
493,Asistente de Customer Success,188,7
494,Customer Success Assistant,188,14
495,Assistente de Sucesso do Cliente,188,17
496,Director de Customer Success,189,7
497,Customer Success Director,189,14
498,Diretor de Sucesso do Cliente,189,17
499,Gerente de Customer Success,190,7
500,Customer Success Manager,190,14
501,Gerente de Sucesso do Cliente,190,17
502,Especialista en Customer Success,191,7
503,Customer Success Specialist,191,14
504,Especialista em Sucesso do Cliente,191,17
505,Agente de Call Center,192,7
506,Call Center Agent,192,14
507,Agente de Centro de Chamadas,192,17
508,Gerente de Call Center,195,7
509,Call Center Manager,195,14
510,Gerente de Call Center,195,17
511,Técnico de Call Center,198,7
512,Call Center Technician,198,14
513,Técnico de Centro de Chamadas,198,17
514,Técnico de Atención al Cliente,199,7
515,Customer Service Technician,199,14
516,Técnico de Atendimento ao Cliente,199,17
517,Técnico de Soporte Técnico,200,7
518,Customer Support Technician,200,14
519,Técnico de Suporte Técnico,200,17
520,Jefe de Calidad,201,7
521,Head of Quality,201,14
522,Chefe de Qualidade,201,17
523,Asistente de Calidad,202,7
524,Quality Assistant,202,14
525,Assistente de Qualidade,202,17
526,Becario del Departamento de Calidad,203,7
527,Quality Department Internship,203,14
528,Estagiário do Departamento de Qualidade,203,17
529,Director de Calidad,204,7
530,Quality Director,204,14
531,Diretor de Qualidade,204,17
532,Gerente de Calidad,205,7
533,Quality Manager,205,14
534,Gerente de Qualidade,205,17
535,Especialista en Calidad,206,7
536,Quality Specialist,206,14
537,Especialista em Qualidade,206,17
538,Técnico de Calidad,207,7
539,Quality Technician,207,14
540,Técnico de Qualidade,207,17
541,Chef Panadero,209,7
542,Baker Chef,209,14
543,Mestre de Padaria,209,17
544,Ayudante de Panadería,210,7
545,Assistant Baker,210,14
546,Assistente de Padaria,210,17
547,Jefe de Panadería,211,7
548,Bakery Manager,211,14
549,Chefe de Padaria,211,17
550,Chef de Eventos,213,7
551,Event Chef,213,14
552,Chef de Eventos,213,17
553,Ayudante de Catering,214,7
554,Catering Assistant,214,14
555,Assistente de Catering,214,17
556,Chef Charcutero,217,7
557,Charcuterie Chef,217,14
558,Chefe de Charcutaria,217,17
559,Chef,218,7
560,Chef,218,14
561,Chef,218,17
562,Cocinero de Comida China,219,7
563,Chinese Food Cook,219,14
564,Cozinheiro de Comida Chinesa,219,17
565,Commis Chef,220,7
566,Commis Chef,220,14
567,Commis Chef,220,17
568,Cocinero,221,7
569,Cook,221,14
570,Cozinheiro,221,17
571,Cocinero de Dark Kitchen,222,7
572,Dark Kitchen Chef,222,14
573,Cozinheiro de Dark Kitchen,222,17
574,Chef Dietético,224,7
575,Dietary Chef,224,14
576,Chefe Dietético,224,17
577,Lavaplatos,226,7
578,Dishwasher,226,14
579,Lavador de pratos,226,17
580,Chef Entremetier,227,7
581,Entremetier Chef,227,14
582,Chef Entremetier,227,17
583,Chef Ejecutivo,228,7
584,Executive Chef,228,14
585,Chef Executivo,228,17
586,Cocinero de Comida Rápida,229,7
587,Fast Food Cook,229,14
588,Cozinheiro de Fast Food,229,17
589,Chef Poissonnier,230,7
590,Fish Chef,230,14
591,Chef de Peixes,230,17
592,Cocinero de Comida Francesa,231,7
593,French Cuisine Cook,231,14
594,Cozinheiro de Comida Francesa,231,17
595,Chef Garde Manger,232,7
596,Garde Manger Chef,232,14
597,Chef Garde Manger,232,17
598,Cocinero de Comida Sin Gluten,233,7
599,Gluten-Free Cook,233,14
600,Cozinheiro de Comida Sem Glúten,233,17
601,Cocinero de Comida Griega,234,7
602,Greek Food Cook,234,14
603,Cozinheiro de Comida Grega,234,17
604,Chef Parrillero,235,7
605,Grill Chef,235,14
606,Chef de Grelhados,235,17
607,Cocinero de Comida Saludable,238,7
608,Healthy Food Cook,238,14
609,Cozinheiro de Comida Saudável,238,17
610,Heladero,239,7
611,Ice Cream Maker,239,14
612,Geladeiro,239,17
613,Cocinero de Comida India,240,7
614,Indian Food Cook,240,14
615,Cozinheiro de Comida Indiana,240,17
616,Cocinero de Comida Italiana,241,7
617,Italian Food Cook,241,14
618,Cozinheiro de Comida Italiana,241,17
619,Sushiman,242,7
620,Sushiman,242,14
621,Sushiman,242,17
622,Ayudante de Cocina,243,7
623,Kitchen Assistant,243,14
624,Assistente de Cozinha,243,17
625,Cortador de Carnes,244,7
626,Meat Cutter,244,14
627,Cortador de Carnes,244,17
628,Cocinero de Comida Mediterránea,245,7
629,Mediterranean Food Cook,245,14
630,Cozinheiro de Comida Mediterrânea,245,17
631,Cocinero de Comida Mexicana,246,7
632,Mexican Food Cook,246,14
633,Cozinheiro de Comida Mexicana,246,17
634,Ayudante de Pastelería,247,7
635,Pastry Assistant,247,14
636,Assistente de Pastelaria,247,17
637,Chef Pastelero,248,7
638,Pastry Chef,248,14
639,Mestre de Confeiteira,248,17
640,Jefe de Pastelería,250,7
641,Pastry Shop Manager,250,14
642,Chefe de Confeiteira,250,17
643,Pizzero,251,7
644,Pizzaiolo,251,14
645,Pizzaiolo,251,17
646,Chef Saucier,252,7
647,Sauce Chef,252,14
648,Chef de Molhos,252,17
649,Chef Sommelier,253,7
650,Sommelier Chef,253,14
651,Chefe Sommelier,253,17
652,Sous Chef,254,7
653,Sous Chef,254,14
654,Sous Chef,254,17
655,Cocinero de Comida Española,255,7
656,Spanish Food Cook,255,14
657,Cozinheiro de Comida Espanhola,255,17
658,Chef de Partie,257,7
659,Chef de Partie,257,14
660,Chef de Partie,257,17
661,Cocinero de Comida Tailandesa,259,7
662,Thai Food Cook,259,14
663,Cozinheiro de Comida Tailandesa,259,17
664,Cocinero de Comida Turca,260,7
665,Turkish Cuisine Cook,260,14
666,Cozinheiro de Comida Turca,260,17
667,Cocinero de Comida Vegana,261,7
668,Vegan Cuisine Cook,261,14
669,Cozinheiro de Comida Vegana,261,17
670,Area Sales Manager,262,7
671,Area Sales Manager,262,14
672,Gerente de Área de Vendas,262,17
673,Gerente Comercial y Marketing,266,7
674,Commercial and Marketing Manager,266,14
675,Gerente Comercial e Marketing,266,17
676,Gerente Comercial,267,7
677,Commercial Manager,267,14
678,Gerente Comercial,267,17
679,Vendedor de Servicios Alimenticios,269,7
680,Food service salesperson,269,14
681,Vendedor de Serviços Alimentares,269,17
682,Gerente de Ventas de Grupo,270,7
683,Group Sales Manager,270,14
684,Gerente de Vendas de Grupo,270,17
685,Gerente de Ventas de Hotel,271,7
686,Hotel Sales Manager,271,14
687,Gerente de Vendas de Hotel,271,17
688,Inside Sales Representative,272,7
689,Inside Sales Representative,272,14
690,Inside Sales Representative,272,17
691,Gerente de Cuentas Clave,273,7
692,Key Account Manager,273,14
693,Gerente de Contas-Chave,273,17
694,Director de Marketing y Ventas,274,7
695,Marketing and Sales Director,274,14
696,Diretor de Marketing e Vendas,274,17
697,Gerente de Marketing y Ventas,275,7
698,Marketing and Sales Manager,275,14
699,Gerente de Marketing e Vendas,275,17
700,Gerente de Ventas MICE,277,7
701,MICE Sales Manager,277,14
702,Gerente de Vendas MICE,277,17
703,Ejecutivo Nacional de Ventas,278,7
704,National Sales Executive,278,14
705,Executivo Nacional de Vendas,278,17
706,Gerente Nacional de Ventas,279,7
707,National Sales Manager,279,14
708,Gerente Nacional de Vendas,279,17
709,Representante de Ventas Externas,281,7
710,Outside Sales Representative,281,14
711,Representante de Vendas Externas,281,17
712,Partners Specialist,282,7
713,Partners Specialist,282,14
714,Partners Specialist,282,17
715,Ejecutivo Regional de Ventas,283,7
716,Regional Sales Executive,283,14
717,Executivo Regional de Vendas,283,17
718,Gerente Regional de Ventas,284,7
719,Regional Sales Manager,284,14
720,Gerente Regional de Vendas,284,17
721,Asistente de Ventas de Alquiler,285,7
722,Rental Sales Assistant,285,14
723,Assistente de Vendas de Aluguer,285,17
724,Consultor de Ventas de Alquiler,286,7
725,Rental Sales Consultant,286,14
726,Consultor de Vendas de Aluguer,286,17
727,Gerente de Ventas de Alquiler,287,7
728,Rental Sales Manager,287,14
729,Gerente de Vendas de Aluguer,287,17
730,Asistente de Ventas y MICE,291,7
731,Sales & MICE Assistant,291,14
732,Assistente de Vendas e MICE,291,17
733,Agente de Ventas,293,7
734,Sales Agent,293,14
735,Agente de Vendas,293,17
736,Representante de Desarrollo de Ventas (SDR),297,7
737,Sales Development Representatives (SDR),297,14
738,Representante de Desenvolvimento de Vendas (SDR),297,17
739,Anfitrión de Ventas,300,7
740,Sales Host,300,14
741,Anfitrião de Vendas,300,17
742,Becario de Ventas,301,7
743,Sales Intern,301,14
744,Estagiário de Vendas,301,17
745,Gerente de Ventas,302,7
746,Sales Manager,302,14
747,Gerente de Vendas,302,17
748,Gerente de Call Center de Ventas,303,7
749,Sales Call Center Manager,303,14
750,Gerente de Call Center de Vendas,303,17
751,Gerente de Operaciones de Ventas,304,7
752,Sales Operations Manager,304,14
753,Gerente de Operações de Vendas,304,17
754,Analista de Operaciones de Ventas,306,7
755,Sales Operations Analyst,306,14
756,Analista de Operações de Vendas,306,17
757,Gerente de Estrategia de Ventas,309,7
758,Sales Strategy Manager,309,14
759,Gerente de Estratégia de Vendas,309,17
760,Sales Trainer,311,7
761,Sales Trainer,311,14
762,Sales Trainer,311,17
763,Asistente de Ventas,313,7
764,Sales Assistant,313,14
765,Assistente de Vendas,313,17
766,Agente de Ventas Telefónicas,314,7
767,Salesperson Call Center,314,14
768,Operador de Telemarketing,314,17
769,Gerente de Tienda,315,7
770,Store Manager,315,14
771,Gerente de Loja,315,17
772,Dependiente de tienda,316,7
773,Store Sales Assistant,316,14
774,Empregado de loja,316,17
775,Gerente de Ventas de Viajes,321,7
776,Travel Sales Manager,321,14
777,Gerente de Vendas de Viagens,321,17
778,Comprador/a,323,7
779,Buyer,323,14
780,Comprador,323,17
781,Analista de Costo de Alimentos,324,7
782,Food Cost Analyst,324,14
783,Analista de Custo de Alimentos,324,17
784,Jefe de Logística de Alimentos,325,7
785,Food Logistics Coordinator,325,14
786,Coordenador de Logística de Alimentos,325,17
787,Gerente de Compras en Hospitalidad,326,7
788,Hospitality Purchasing Manager,326,14
789,Gerente de Compras em Hospitalidade,326,17
790,Analista de Inventario,327,7
791,Inventory Analyst,327,14
792,Analista de Inventário,327,17
793,Supervisor de Inventario y Stock,328,7
794,Inventory and Stock Supervisor,328,14
795,Supervisor de Inventário e Stock,328,17
796,Especialista en Control de Inventario,329,7
797,Inventory Control Specialist,329,14
798,Especialista em Controle de Inventário,329,17
799,Coordinador de Logística y Distribución,330,7
800,Logistics and Distribution Coordinator,330,14
801,Coordenador de Logística e Distribuição,330,17
802,Agente de Compras,332,7
803,Purchasing Agent,332,14
804,Agente de Compras,332,17
805,Gerente de Compras y Almacén,333,7
806,Purchasing and Warehouse Manager,333,14
807,Gerente de Compras e Armazém,333,17
808,Asistente de Compras,334,7
809,Purchasing Assistant,334,14
810,Assistente de Compras,334,17
811,Coordinador de Compras,335,7
812,Purchasing Coordinator,335,14
813,Coordenador de Compras,335,17
814,Director de Compras,336,7
815,Purchasing Director,336,14
816,Diretor de Compras,336,17
817,Becario de Compras,337,7
818,Purchasing Intern,337,14
819,Estagiário de Compras,337,17
820,Gerente de Compras,338,7
821,Purchasing Manager,338,14
822,Gerente de Compras,338,17
823,Supervisor de Compras,339,7
824,Purchasing Supervisor,339,14
825,Supervisor de Compras,339,17
826,Gerente de Control de Stock,340,7
827,Stock Control Manager,340,14
828,Gerente de Controle de Stock,340,17
829,Técnico de Control de Stock,341,7
830,Stock Control Technician,341,14
831,Técnico de Controle de Stock,341,17
832,Especialista en Gestión de Proveedores,342,7
833,Supplier Management Specialist,342,14
834,Especialista em Gestão de Fornecedores,342,17
835,Gerente de Suministros y Logística,343,7
836,Supply and Logistics Manager,343,14
837,Gerente de Fornecimento e Logística,343,17
838,Coordinador de Cadena de Suministro,344,7
839,Supply Chain Coordinator,344,14
840,Coordenador de Cadeia de Abastecimento,344,17
841,Asistente de Economato,345,7
842,Supply Department Assistant,345,14
