ID,Denomination,FK_JobTitle,LanguageId
19033,Inclusion & Diversity Officer,604,14
19034,Diversity and Inclusion Coordinator,604,14
19035,Diversity and Inclusion Consultant,604,14
19036,Diversity and Inclusion Strategist,604,14
19037,Diversity and Inclusion Expert,604,14
19038,Diversity and Inclusion Advocate,604,14
19039,Diversity and Inclusion Professional,604,14
19040,Diversity and Inclusion Advisor,604,14
19041,Diversity and Inclusion Manager,604,14
19042,Diversity and Inclusion Lead,604,14
19043,Diversity and Inclusion Champion,604,14
19044,Diversity and Inclusion Analyst,604,14
19045,Diversity and Inclusion Program Manager,604,14
19046,Diversity and Inclusion Director,604,14
19047,Diversity and Inclusion Executive,604,14
19048,Diversity and Inclusion Leader,604,14
19049,Diversity and Inclusion Officer,604,14
19050,Analista de Diversidade e Inclusão,604,17
19051,Consultor de Diversidade e Inclusão,604,17
19052,Coordenador de Diversidade e Inclusão,604,17
19053,Gestor de Diversidade e Inclusão,604,17
19054,Inclusion and Diversity Specialist,604,17
19055,D&I Specialist,604,17
19056,Diversity & Inclusion Officer,604,17
19057,Inclusion & Diversity Officer,604,17
19058,Diversity and Inclusion Coordinator,604,17
19059,Diversity and Inclusion Consultant,604,17
19060,Diversity and Inclusion Strategist,604,17
19061,Diversity and Inclusion Expert,604,17
19062,Diversity and Inclusion Advocate,604,17
19063,Diversity and Inclusion Professional,604,17
19064,Diversity and Inclusion Advisor,604,17
19065,Diversity and Inclusion Manager,604,17
19066,Diversity and Inclusion Lead,604,17
19067,Diversity and Inclusion Champion,604,17
19068,Diversity and Inclusion Analyst,604,17
19069,Diversity and Inclusion Program Manager,604,17
19070,Diversity and Inclusion Director,604,17
19071,Diversity and Inclusion Executive,604,17
19072,Diversity and Inclusion Leader,604,17
19073,Diversity and Inclusion Officer,604,17
19074,Experto en Relaciones Laborales,605,7
19075,Asesor en Relaciones Laborales,605,7
19076,Consultor en Relaciones Laborales,605,7
19077,Profesional en Relaciones Laborales,605,7
19078,Analista de Relaciones Laborales,605,7
19079,Coordinador de Relaciones Laborales,605,7
19080,Employee Relations Coordinator,605,7
19081,Employee Relations Consultant,605,7
19082,Labour Relations Specialist,605,7
19083,Staff Relations Specialist,605,7
19084,Workforce Relations Specialist,605,7
19085,Human Relations Specialist,605,7
19086,Personnel Relations Specialist,605,7
19087,Employee Relations Coordinator,605,14
19088,Employee Relations Consultant,605,14
19089,Labour Relations Specialist,605,14
19090,Staff Relations Specialist,605,14
19091,Workforce Relations Specialist,605,14
19092,Human Relations Specialist,605,14
19093,Personnel Relations Specialist,605,14
19094,Especialista em Relações do Trabalho,605,17
19095,Especialista em Relações Empresariais,605,17
19096,Consultor em Relações Laborais,605,17
19097,Analista de Relações Trabalhistas,605,17
19098,Assessor em Relações Laborais,605,17
19099,Employee Relations Coordinator,605,17
19100,Employee Relations Consultant,605,17
19101,Labour Relations Specialist,605,17
19102,Staff Relations Specialist,605,17
19103,Workforce Relations Specialist,605,17
19104,Human Relations Specialist,605,17
19105,Personnel Relations Specialist,605,17
19106,Director/a de Recursos Humanos,606,7
19107,Responsable de Recursos Humanos,606,7
19108,Encargado/a de Recursos Humanos,606,7
19109,Coordinador/a de Recursos Humanos,606,7
19110,Supervisor/a de Recursos Humanos,606,7
19111,Chief Human Resources Officer,606,7
19112,HR Director,606,7
19113,Director of Human Resources,606,7
19114,Human Resources Director,606,7
19115,VP of Human Resources,606,7
19116,Vice President of Human Resources,606,7
19117,Senior Human Resources Manager,606,7
19118,Human Resources Lead,606,7
19119,People Operations Director,606,7
19120,Director of People,606,7
19121,Chief People Officer,606,7
19122,Chief Human Resources Officer,606,14
19123,HR Director,606,14
19124,Director of Human Resources,606,14
19125,VP of Human Resources,606,14
19126,Vice President of Human Resources,606,14
19127,Senior Human Resources Manager,606,14
19128,Human Resources Lead,606,14
19129,People Operations Director,606,14
19130,Director of People,606,14
19131,Chief People Officer,606,14
19132,Responsável pelo Departamento de Recursos Humanos,606,17
19133,Superintendente de Recursos Humanos,606,17
19134,Chief Human Resources Officer,606,17
19135,HR Director,606,17
19136,Director of Human Resources,606,17
19137,Human Resources Director,606,17
19138,VP of Human Resources,606,17
19139,Vice President of Human Resources,606,17
19140,Senior Human Resources Manager,606,17
19141,Human Resources Lead,606,17
19142,People Operations Director,606,17
19143,Director of People,606,17
19144,Chief People Officer,606,17
19145,Líder de Reclutamiento,607,7
19146,Director/a de Reclutamiento,607,7
19147,Manager de Reclutamiento,607,7
19148,Recruitment Manager,607,7
19149,Talent Acquisition Lead,607,7
19150,Director of Recruiting,607,7
19151,Chief of Talent Acquisition,607,7
19152,Recruitment Lead,607,7
19153,Recruitment Director,607,7
19154,Talent Acquisition Lead,607,14
19155,Director of Recruiting,607,14
19156,Chief of Talent Acquisition,607,14
19157,Recruitment Lead,607,14
19158,Responsável pelo Recrutamento,607,17
19159,Coordenador/a de Recrutamento,607,17
19160,Líder de Recrutamento,607,17
19161,Diretor/a de Recrutamento,607,17
19162,Supervisor/a de Recrutamento,607,17
19163,Head de Recrutamento,607,17
19164,Recruitment Manager,607,17
19165,Talent Acquisition Lead,607,17
19166,Director of Recruiting,607,17
19167,Chief of Talent Acquisition,607,17
19168,Recruitment Lead,607,17
19169,Recruitment Director,607,17
19170,Auxiliar de Recursos Humanos,608,7
19171,Colaborador de Recursos Humanos,608,7
19172,Asistente de RRHH,608,7
19173,Auxiliar de RRHH,608,7
19174,Colaborador de RRHH,608,7
19175,Técnico en Recursos Humanos,608,7
19176,HR Assistant,608,7
19177,Personnel Assistant,608,7
19178,HR Support Assistant,608,7
19179,Human Resources Associate,608,7
19180,HR Associate,608,7
19181,Human Resources Administrative Assistant,608,7
19182,HR Administrative Assistant,608,7
19183,Staffing Assistant,608,7
19184,Employee Relations Assistant,608,7
19185,HR Assistant,608,14
19186,Personnel Assistant,608,14
19187,HR Support Assistant,608,14
19188,Human Resources Associate,608,14
19189,HR Associate,608,14
19190,Human Resources Administrative Assistant,608,14
19191,HR Administrative Assistant,608,14
19192,Staffing Assistant,608,14
19193,Employee Relations Assistant,608,14
19194,Auxiliar de Recursos Humanos,608,17
19195,Assistente de RH,608,17
19196,Auxiliar de RH,608,17
19197,Técnico em Gestão de Pessoas,608,17
19198,HR Assistant,608,17
19199,Personnel Assistant,608,17
19200,HR Support Assistant,608,17
19201,Human Resources Associate,608,17
19202,HR Associate,608,17
19203,Human Resources Administrative Assistant,608,17
19204,HR Administrative Assistant,608,17
19205,Staffing Assistant,608,17
19206,Employee Relations Assistant,608,17
19207,Partner de Negocios de Recursos Humanos,609,7
19208,Colaborador de Negocio en Recursos Humanos,609,7
19209,Asociado de Negocios en Recursos Humanos,609,7
19210,Asesor de Recursos Humanos,609,7
19211,Human Resources Business Partner,609,7
19212,HR Business Partner,609,7
19213,HRBP,609,7
19214,People Operations Business Partner,609,7
19215,Human Capital Business Partner,609,7
19216,Personnel Business Partner,609,7
19217,Strategic HR Business Partner,609,7
19218,Employee Relations Business Partner,609,7
19219,HR Business Partner,609,14
19220,HRBP,609,14
19221,People Operations Business Partner,609,14
19222,Human Capital Business Partner,609,14
19223,Personnel Business Partner,609,14
19224,Strategic HR Business Partner,609,14
19225,Employee Relations Business Partner,609,14
19226,Parceiro de RH,609,17
19227,Parceiro de Negócios RH,609,17
19228,Associado de Recursos Humanos,609,17
19229,Parceiro Comercial de Recursos Humanos.Human Resources Business Partner,609,17
19230,HR Business Partner,609,17
19231,HRBP,609,17
19232,People Operations Business Partner,609,17
19233,Human Capital Business Partner,609,17
19234,Personnel Business Partner,609,17
19235,Strategic HR Business Partner,609,17
19236,Employee Relations Business Partner,609,17
19237,Experto en Recursos Humanos,610,7
19238,Profesional en Recursos Humanos,610,7
19239,Consultor/a en Gestión de Recursos Humanos,610,7
19240,Asesor/a en Gestión de Personal,610,7
19241,Consultor/a de Gestión de Talento,610,7
19242,Asesor/a de Gestión de Talento,610,7
19243,HR Consultant,610,7
19244,Personnel Consultant,610,7
19245,HR Advisor,610,7
19246,Human Capital Consultant,610,7
19247,HR Specialist,610,7
19248,Workforce Consultant,610,7
19249,HR Consultant,610,14
19250,Personnel Consultant,610,14
19251,HR Advisor,610,14
19252,Human Capital Consultant,610,14
19253,HR Specialist,610,14
19254,Workforce Consultant,610,14
19255,Consultor de RH,610,17
19256,Consultor de Gestão de Pessoas,610,17
19257,Assessor de Recursos Humanos,610,17
19258,Assessor/a de RH,610,17
19259,Analista de Recursos Humanos,610,17
19260,Analista de RH,610,17
19261,Consultor/a de Capital Humano,610,17
19262,Assessor/a de Gestão de Pessoas,610,17
19263,Analista de Gestão de Pessoas,610,17
19264,HR Consultant,610,17
19265,Personnel Consultant,610,17
19266,HR Advisor,610,17
19267,Human Capital Consultant,610,17
19268,HR Specialist,610,17
19269,Workforce Consultant,610,17
19270,Coordinador de RRHH,611,7
19271,Coordinador de Personal,611,7
19272,Coordinador/a de Capital Humano,611,7
19273,HR Coordinator,611,7
19274,Personnel Coordinator,611,7
19275,Staff Coordinator,611,7
19276,Workforce Coordinator,611,7
19277,HR Coordinator,611,14
19278,Personnel Coordinator,611,14
19279,Staff Coordinator,611,14
19280,Workforce Coordinator,611,14
19281,Gestor de Recursos Humanos,611,17
19282,Responsável de Recursos Humanos,611,17
19283,Supervisor/a de Recursos Humanos,611,17
19284,Encarregado/a de Recursos Humanos,611,17
19285,HR Coordinator,611,17
19286,Personnel Coordinator,611,17
19287,Staff Coordinator,611,17
19288,Workforce Coordinator,611,17
19289,Jefe de Personal,612,7
19290,Director/a de Personal,612,7
19291,Chief HR Officer,612,7
19292,Head of Human Resources,612,7
19293,HR Head,612,7
19294,Senior HR Director,612,7
19295,HR Lead,612,7
19296,Chief HR Officer,612,14
19297,HR Head,612,14
19298,Senior HR Director,612,14
19299,HR Lead,612,14
19300,Coordenador/a de Recursos Humanos,612,17
19301,Diretor/a de Pessoal,612,17
19302,Diretor/a de Capital Humano,612,17
19303,Diretor/a de Gestão de Pessoas,612,17
19304,Chief HR Officer,612,17
19305,Head of Human Resources,612,17
19306,HR Head,612,17
19307,Senior HR Director,612,17
19308,HR Lead,612,17
19309,Encargado de Recursos Humanos,613,7
19310,HR Manager,613,7
19311,Staff Manager,613,7
19312,Workforce Manager,613,7
19313,People Manager,613,7
19314,HR Manager,613,14
19315,Staff Manager,613,14
19316,Workforce Manager,613,14
19317,People Manager,613,14
19318,Gerente de RH,613,17
19319,Gerente de Pessoal,613,17
19320,Coordenador de RH,613,17
19321,Diretor de RH,613,17
19322,Gestor de RH,613,17
19323,HR Manager,613,17
19324,Staff Manager,613,17
19325,Workforce Manager,613,17
19326,People Manager,613,17
19327,Profesional de Recursos Humanos,614,7
19328,Analista de Recursos Humanos,614,7
19329,Gestor de Recursos Humanos,614,7
19330,Personnel Specialist,614,7
19331,Employee Relations Specialist,614,7
19332,HR Executive,614,7
19333,Human Capital Specialist,614,7
19334,Workforce Specialist,614,7
19335,Staffing Specialist,614,7
19336,HR Professional,614,7
19337,Human Resources Coordinator,614,7
19338,Human Resources Consultant,614,7
19339,People Operations Specialist,614,7
19340,Personnel Specialist,614,14
19341,HR Executive,614,14
19342,Human Capital Specialist,614,14
19343,Workforce Specialist,614,14
19344,Staffing Specialist,614,14
19345,HR Professional,614,14
19346,People Operations Specialist,614,14
19347,Personnel Specialist,614,17
19348,Employee Relations Specialist,614,17
19349,HR Executive,614,17
19350,Human Capital Specialist,614,17
19351,Workforce Specialist,614,17
19352,Staffing Specialist,614,17
19353,HR Professional,614,17
19354,Human Resources Coordinator,614,17
19355,Human Resources Consultant,614,17
19356,People Operations Specialist,614,17
19357,Gestor/a de Recursos Humanos,615,7
19358,Experto/a en Recursos Humanos,615,7
19359,Consultor/a de Recursos Humanos,615,7
19360,HR Technician,615,7
19361,Personnel Technician,615,7
19362,Personnel Services Technician,615,7
19363,Human Resources Specialist,615,7
19364,Employee Resources Technician,615,7
19365,HR Technician,615,14
19366,Personnel Technician,615,14
19367,Personnel Services Technician,615,14
19368,Employee Resources Technician,615,14
19369,Gestor/a de Recursos Humanos,615,17
19370,Consultor/a de Recursos Humanos,615,17
19371,Profissional de Recursos Humanos,615,17
19372,Specialista em Recursos Humanos,615,17
19373,HR Technician,615,17
19374,Personnel Technician,615,17
19375,Personnel Services Technician,615,17
19376,Human Resources Specialist,615,17
19377,Employee Resources Technician,615,17
19378,Empleado/a de Recursos Humanos,616,7
19379,Asistente Laboral,616,7
19380,Técnico/a en Recursos Humanos,616,7
19381,Administrativo/a de Personal,616,7
19382,Oficial de Recursos Humanos,616,7
19383,Labor Administration Clerk,616,7
19384,Labor Administration Assistant,616,7
19385,Labor Administration Coordinator,616,7
19386,Labor Administration Specialist,616,7
19387,Labor Administration Officer,616,7
19388,Labor Administrative Support,616,7
19389,Labor Administrative Assistant,616,7
19390,Labor Administrative Coordinator,616,7
19391,Labor Administrative Specialist,616,7
19392,Labor Administrative Officer,616,7
19393,Labor Administration Clerk,616,14
19394,Labor Administration Assistant,616,14
19395,Labor Administration Coordinator,616,14
19396,Labor Administration Specialist,616,14
19397,Labor Administration Officer,616,14
19398,Labor Administrative Support,616,14
19399,Labor Administrative Assistant,616,14
19400,Labor Administrative Coordinator,616,14
19401,Labor Administrative Specialist,616,14
19402,Labor Administrative Officer,616,14
19403,Assistente de Trabalho,616,17
19404,Assistente Administrativo/a de Recursos Humanos,616,17
19405,Gestor/a de Trabalho,616,17
19406,Gestor/a Administrativo/a de RH,616,17
19407,Labor Administration Clerk,616,17
19408,Labor Administration Assistant,616,17
19409,Labor Administration Coordinator,616,17
19410,Labor Administration Specialist,616,17
19411,Labor Administration Officer,616,17
19412,Labor Administrative Support,616,17
19413,Labor Administrative Assistant,616,17
19414,Labor Administrative Coordinator,616,17
19415,Labor Administrative Specialist,616,17
19416,Labor Administrative Officer,616,17
19417,Especialista en Formación y Desarrollo de Talento,617,7
19418,Especialista en Capacitación y Desarrollo de Talento,617,7
19419,Especialista en Desarrollo de Competencias y Talento,617,7
19420,Especialista en Gestión del Aprendizaje y Talento,617,7
19421,Training and Development Specialist,617,7
19422,Talent Development Coordinator,617,7
19423,Employee Development Specialist,617,7
19424,Workforce Development Specialist,617,7
19425,Organizational Development Specialist,617,7
19426,Professional Development Coordinator,617,7
19427,Staff Development Specialist,617,7
19428,Human Resources Development Specialist,617,7
19429,Corporate Training Specialist,617,7
19430,Training and Development Specialist,617,14
19431,Talent Development Coordinator,617,14
19432,Employee Development Specialist,617,14
19433,Workforce Development Specialist,617,14
19434,Organizational Development Specialist,617,14
19435,Professional Development Coordinator,617,14
19436,Staff Development Specialist,617,14
19437,Human Resources Development Specialist,617,14
19438,Corporate Training Specialist,617,14
19439,Analista de Aprendizagem e Desenvolvimento,617,17
19440,Consultor de Desenvolvimento de Talentos,617,17
19441,Coordenador de Desenvolvimento Profissional,617,17
19442,Especialista em Desenvolvimento Humano e Organizacional,617,17
19443,Analista de Desenvolvimento de Pessoal,617,17
19444,Training and Development Specialist,617,17
19445,Talent Development Coordinator,617,17
19446,Employee Development Specialist,617,17
19447,Workforce Development Specialist,617,17
19448,Organizational Development Specialist,617,17
19449,Professional Development Coordinator,617,17
19450,Staff Development Specialist,617,17
19451,Human Resources Development Specialist,617,17
19452,Corporate Training Specialist,617,17
19453,Técnico de Seguridad y Salud en el Trabajo,618,7
19454,Técnico en Seguridad Laboral,618,7
19455,Experto en Prevención de Riesgos Laborales,618,7
19456,Asesor/a en Prevención de Riesgos Laborales,618,7
19457,Profesional en Prevención de Riesgos Laborales,618,7
19458,Workplace Safety Technician,618,7
19459,Health and Safety Technician,618,7
19460,Occupational Health and Safety Technician,618,7
19461,Environmental Health and Safety Technician,618,7
19462,Occupational Safety Technician,618,7
19463,Safety and Health Technician,618,7
19464,Industrial Safety Technician,618,7
19465,Occupational Health and Safety Specialist,618,7
19466,Workplace Health and Safety Technician,618,7
19467,Workplace Safety Technician,618,14
19468,Health and Safety Technician,618,14
19469,Occupational Health and Safety Technician,618,14
19470,Environmental Health and Safety Technician,618,14
19471,Occupational Safety Technician,618,14
19472,Safety and Health Technician,618,14
19473,Industrial Safety Technician,618,14
19474,Occupational Health and Safety Specialist,618,14
19475,Workplace Health and Safety Technician,618,14
19476,Técnico em Segurança do Trabalho,618,17
19477,Analista de Segurança e Saúde no Trabalho,618,17
19478,Assistente em Segurança do Trabalho,618,17
19479,Coordenador de Segurança do Trabalho,618,17
19480,Workplace Safety Technician,618,17
19481,Health and Safety Technician,618,17
19482,Occupational Health and Safety Technician,618,17
19483,Environmental Health and Safety Technician,618,17
19484,Occupational Safety Technician,618,17
19485,Safety and Health Technician,618,17
19486,Industrial Safety Technician,618,17
19487,Occupational Health and Safety Specialist,618,17
19488,Workplace Health and Safety Technician,618,17
19489,Responsable de personal,619,7
19490,Gerente de personal,619,7
19491,Director of Personnel Management,619,7
19492,Chief Personnel Officer,619,7
19493,Staff Director,619,7
19494,Workforce Director,619,7
19495,Director of Personnel Management,619,14
19496,Chief Personnel Officer,619,14
19497,Staff Director,619,14
19498,Workforce Director,619,14
19499,Gestor/a de pessoal,619,17
19500,Responsável pelo departamento de pessoal,619,17
19501,Coordenador/a de pessoal,619,17
19502,Superintendente de pessoal,619,17
19503,Director of Personnel Management,619,17
19504,Chief Personnel Officer,619,17
19505,Staff Director,619,17
19506,Workforce Director,619,17
19507,Reclutador/a,620,7
19508,Asistente de Reclutamiento y Selección,620,7
19509,Analista de Selección de Personal,620,7
19510,Asesor de Selección de Personal,620,7
19511,Recruitment Specialist,620,7
19512,Employment Technician,620,7
19513,Recruiter,620,7
19514,Employment Technician,620,14
19515,Recruiter,620,14
19516,Assistente de Recrutamento e Seleção,620,17
19517,Analista de Recrutamento e Seleção,620,17
19518,Assistente de Seleção de Pessoal,620,17
19519,Analista de Seleção de Pessoal,620,17
19520,Recrutador/a,620,17
19521,Consultor de Recrutamento e Seleção,620,17
19522,Recruitment Specialist,620,17
19523,Employment Technician,620,17
19524,Recruiter,620,17
19525,Auxiliar de Reclutamiento,621,7
19526,Asistente de Selección de Personal,621,7
19527,Auxiliar de Selección de Personal,621,7
19528,Asistente de Talento Humano,621,7
19529,Talent Acquisition Assistant,621,7
19530,Hiring Assistant,621,7
19531,Personnel Selection Assistant,621,7
19532,Hiring Assistant,621,14
19533,Personnel Selection Assistant,621,14
19534,Auxiliar de Recrutamento,621,17
19535,Assistente de Atração de Talentos,621,17
19536,Talent Acquisition Assistant,621,17
19537,Hiring Assistant,621,17
19538,Personnel Selection Assistant,621,17
19539,Asesor de Reclutamiento,622,7
19540,Consultor/a de Selección de Personal,622,7
19541,Asesor/a de Selección de Personal,622,7
19542,Consultor/a de Talento,622,7
19543,Asesor/a de Talento,622,7
19544,Asesor/a de Recursos Humanos,622,7
19545,Talent Acquisition Consultant,622,7
19546,Staffing Consultant,622,7
19547,Hiring Consultant,622,7
19548,Personnel Selection Consultant,622,7
19549,Staffing Consultant,622,14
19550,Hiring Consultant,622,14
19551,Personnel Selection Consultant,622,14
19552,Consultor de Seleção,622,17
19553,Consultor de Talentos,622,17
19554,Consultor/a de Aquisição de Talentos,622,17
19555,Consultor/a de RH,622,17
19556,Talent Acquisition Consultant,622,17
19557,Staffing Consultant,622,17
19558,Hiring Consultant,622,17
19559,Personnel Selection Consultant,622,17
19560,Reclutador,623,7
19561,Experto en Reclutamiento,623,7
19562,Profesional de Reclutamiento,623,7
19563,Talent Acquisition Specialist,623,7
19564,Hiring Specialist,623,7
19565,Personnel Selection Specialist,623,7
19566,Hiring Specialist,623,14
19567,Personnel Selection Specialist,623,14
19568,Assessor de Recrutamento,623,17
19569,Recrutador Especializado,623,17
19570,Expert em Recrutamento,623,17
19571,Talent Acquisition Specialist,623,17
19572,Hiring Specialist,623,17
19573,Personnel Selection Specialist,623,17
19574,Ayudante de Adquisición de Talento,624,7
19575,Asistente de Captación de Talento,624,7
19576,Auxiliar de Adquisición de Talento,624,7
19577,Colaborador de Adquisición de Talento,624,7
19578,Asistente de Atracción de Talento,624,7
19579,Recruitment Assistant,624,7
19580,HR Recruitment Assistant,624,7
19581,Recruiter Assistant,624,7
19582,HR Recruitment Assistant,624,14
19583,Recruiter Assistant,624,14
19584,Assistente de Captação de Talentos,624,17
19585,Assistente de Talent Acquisition,624,17
19586,Recruitment Assistant,624,17
19587,HR Recruitment Assistant,624,17
19588,Recruiter Assistant,624,17
19589,Asesor en Adquisición de Talento,625,7
19590,Consultor de Talento,625,7
19591,Consultor/a en Atracción de Talento,625,7
19592,Asesor/a en Atracción de Talento,625,7
19593,Reclutador/a Senior,625,7
19594,Consultor/a en Reclutamiento,625,7
19595,Asesor/a en Reclutamiento,625,7
19596,Recruitment Consultant,625,7
19597,Personnel Acquisition Consultant,625,7
19598,Headhunter,625,7
19599,Employment Consultant,625,7
19600,Personnel Acquisition Consultant,625,14
19601,Headhunter,625,14
19602,Employment Consultant,625,14
19603,Consultor/a de Talentos,625,17
19604,Analista de Aquisição de Talentos,625,17
19605,Consultor/a em Recursos Humanos com foco em Aquisição de Talentos,625,17
19606,Recruitment Consultant,625,17
19607,Personnel Acquisition Consultant,625,17
19608,Headhunter,625,17
19609,Employment Consultant,625,17
19610,Jefe de Adquisición de Talento,626,7
19611,Director de Adquisición de Talento,626,7
19612,Responsable de Adquisición de Talento,626,7
19613,Manager de Adquisición de Talento,626,7
19614,Personnel Acquisition Manager,626,7
19615,Personnel Acquisition Manager,626,14
19616,Gerente de Talentos,626,17
19617,Gerente de Atração de Talentos,626,17
19618,Gerente de Recursos Humanos com foco em Aquisição de Talentos,626,17
19619,Personnel Acquisition Manager,626,17
19620,Experto en Captación de Talento,627,7
19621,Especialista en Atracción de Talento,627,7
19622,Reclutador de Personal,627,7
19623,Asesor en Reclutamiento,627,7
19624,Analista de Adquisición de Talento,627,7
19625,Coordinador de Adquisición de Talento,627,7
19626,Recruiting Specialist,627,7
19627,Employment Specialist,627,7
19628,Recruiting Specialist,627,14
19629,Employment Specialist,627,14
19630,Especialista em Captação de Talentos,627,17
19631,Consultor de Aquisição de Talentos,627,17
19632,Recruiting Specialist,627,17
19633,Employment Specialist,627,17
19634,Subjefe de Bar,628,7
19635,Vicejefe de Bar,628,7
19636,Segundo Encargado de Bar,628,7
19637,Subgerente de Bar,628,7
19638,Segundo/a Jefe/a de Bar,628,7
19639,Subjefe/a de Bar,628,7
19640,Vicejefe/a de Bar,628,7
19641,Segundo/a Encargado/a de Bar,628,7
19642,Assistant Bar Supervisor,628,7
19643,Deputy Bar Supervisor,628,7
19644,Deputy Bar Manager,628,7
19645,Bar Assistant Manager,628,7
19646,Bar Associate Manager,628,7
19647,Junior Bar Manager,628,7
19648,Second-in-Command Bar Manager,628,7
19649,Under Bar Manager,628,7
19650,Assistant Bar Supervisor,628,14
19651,Deputy Bar Supervisor,628,14
19652,Deputy Bar Manager,628,14
19653,Bar Assistant Manager,628,14
19654,Bar Associate Manager,628,14
19655,Junior Bar Manager,628,14
19656,Second-in-Command Bar Manager,628,14
19657,Under Bar Manager,628,14
19658,Segundo Responsável de Bar,628,17
19659,Segundo/a Chefe de Bar,628,17
19660,Subchefe de Bar,628,17
19661,Segundo/a Responsável de Bar,628,17
19662,Vice-Chefe de Bar,628,17
19663,Subgerente de Bar,628,17
19664,Assistant Bar Supervisor,628,17
19665,Deputy Bar Supervisor,628,17
19666,Deputy Bar Manager,628,17
19667,Bar Assistant Manager,628,17
19668,Bar Associate Manager,628,17
19669,Junior Bar Manager,628,17
19670,Second-in-Command Bar Manager,628,17
19671,Under Bar Manager,628,17
19672,Subjefe de Sala,630,7
19673,Segundo Encargado de Sala,630,7
19674,Segundo/a Jefe/a de Sala,630,7
19675,Subjefe/a de Sala,630,7
19676,Segundo/a Encargado/a de Sala,630,7
19677,Subgerente de Sala,630,7
19678,Segundo Maitre,630,7
19679,Segundo Maître,630,7
19680,Segundo/a Maitre,630,7
19681,Submaitre,630,7
19682,Segundo/a Maître,630,7
19683,Assistant Maître,630,7
19684,Submaître,630,7
19685,Maitre Asistente,630,7
19686,Segundo Jefe de Barra,630,7
19687,Assistant Maitre,630,7
19688,Assistant Maître d',630,7
19689,Assistant Maître d’Hôtel,630,7
19690,Assistant Dining Room Manager,630,7
19691,Deputy Head Waiter,630,7
19692,Assistant Chief Waiter,630,7
19693,Associate Head Waiter,630,7
19694,Assistant Head Waitress,630,7
19695,Deputy Head Waitress,630,7
19696,Assistant Chief Waitress,630,7
19697,Associate Head Waitress,630,7
19698,Assistant Head Waiter/Waitress,630,7
19699,Deputy Head Waiter/Waitress,630,7
19700,Assistant Chief Waiter/Waitress,630,7
19701,Associate Head Waiter/Waitress,630,7
19702,Assistant Head Server,630,7
19703,Deputy Head Server,630,7
19704,Assistant Chief Server,630,7
19705,Associate Head Server,630,7
19706,Assistant Maitre,630,14
19707,Assistant Maître d',630,14
19708,Assistant Maître d’Hôtel,630,14
19709,Assistant Dining Room Manager,630,14
19710,Deputy Head Waiter,630,14
19711,Assistant Chief Waiter,630,14
19712,Associate Head Waiter,630,14
19713,Assistant Head Waitress,630,14
19714,Deputy Head Waitress,630,14
19715,Assistant Chief Waitress,630,14
19716,Associate Head Waitress,630,14
19717,Assistant Head Waiter/Waitress,630,14
19718,Deputy Head Waiter/Waitress,630,14
19719,Assistant Chief Waiter/Waitress,630,14
19720,Associate Head Waiter/Waitress,630,14
19721,Assistant Head Server,630,14
19722,Deputy Head Server,630,14
19723,Assistant Chief Server,630,14
19724,Associate Head Server,630,14
19725,Segundo Maitre,630,17
19726,Segundo/a Maitre,630,17
19727,Submaitre,630,17
19728,Segundo/a Chefe de Sala,630,17
19729,Subchefe de Sala,630,17
19730,Assistente de Chefe de Sala,630,17
19731,Segundo Chefe de Gama,630,17
19732,Subchefe de Gama,630,17
19733,Segundo Chefe de Refeitório,630,17
19734,Subchefe de Refeitório,630,17
19735,Segundo Chefe de Barra,630,17
19736,Assistant Maitre,630,17
19737,Assistant Maître d',630,17
19738,Assistant Maître d’Hôtel,630,17
19739,Assistant Dining Room Manager,630,17
19740,Deputy Head Waiter,630,17
19741,Assistant Chief Waiter,630,17
19742,Associate Head Waiter,630,17
19743,Assistant Head Waitress,630,17
19744,Deputy Head Waitress,630,17
19745,Assistant Chief Waitress,630,17
19746,Associate Head Waitress,630,17
19747,Assistant Head Waiter/Waitress,630,17
19748,Deputy Head Waiter/Waitress,630,17
19749,Assistant Chief Waiter/Waitress,630,17
19750,Associate Head Waiter/Waitress,630,17
19751,Assistant Head Server,630,17
19752,Deputy Head Server,630,17
19753,Assistant Chief Server,630,17
19754,Associate Head Server,630,17
19755,Subjefe de Restaurante,631,7
19756,Segundo Encargado de Restaurante,631,7
19757,Vicejefe de Restaurante,631,7
19758,Segundo/a Jefe/a de Restaurante,631,7
19759,Subjefe/a de Restaurante,631,7
19760,Segundo/a Encargado/a de Restaurante,631,7
19761,Vicejefe/a de Restaurante,631,7
19762,Subgerente de Restaurante,631,7
19763,Assistant Restaurant Supervisor,631,7
19764,Deputy Restaurant Manager,631,7
19765,Associate Restaurant Manager,631,7
19766,Assistant Food Service Manager,631,7
19767,Junior Restaurant Manager,631,7
19768,Restaurant Assistant Manager,631,7
19769,Second-in-Command Restaurant Manager,631,7
19770,Undermanager for Restaurant Operations,631,7
19771,Assistant Restaurant Supervisor,631,14
19772,Deputy Restaurant Manager,631,14
19773,Associate Restaurant Manager,631,14
19774,Assistant Food Service Manager,631,14
19775,Junior Restaurant Manager,631,14
19776,Restaurant Assistant Manager,631,14
19777,Second-in-Command Restaurant Manager,631,14
19778,Undermanager for Restaurant Operations,631,14
19779,Segundo Comandante de Restaurante,631,17
19780,Segundo/a Chefe de Restaurante,631,17
19781,Subchefe de Restaurante,631,17
